Date,authorName,tweetText
2019-02-07 02:08:16,Modest Returns,"If and When #NFLX reverses, 325 is possibility .  Strong buyers will make that difficult  #trading #DayTrading… https://t.co/ppshBmFz4h"
2019-02-07 01:29:38,bctrades,"#es_f let’s see if it holds overnight, futures all red right now. #spy #spx #aapl #ba https://t.co/GCOiPxoWsG"
2019-02-07 00:55:40,Mike Janes,"""Their heart is in the right place, and in the tech world where there are still people doing the wrong thing at sca… https://t.co/ClghKCgqK7"
2019-02-06 23:46:31,Fred Jones-West,Some Popular iPhone Apps Secretly Record Your Screen for Analytics Purposes https://t.co/o9vHKq4mVK #AAPL
2019-02-06 23:17:54,"David Coen ⚡[WTF is ""the Blockchain""?]",RT @thedavidcoen: It seems that with @AbraGlobal we'll have stocks on top of #Bitcoin. Amazing! Take a look: https://t.co/GJPgBYGWRL #AMZN…
2019-02-06 23:03:46,Quant,$AAPL major resistance directly overhead. Buy 163ish - #AAPL chart https://t.co/DirKHXdpCi
2019-02-06 22:45:28,Elf,#Apple Regains Crown as Most Valuable Company with Shares Climbing Back Up  https://t.co/t4sqbm5Bq3 #investing #aapl https://t.co/IMrC0HD4Ur
2019-02-06 22:21:13,Fred Jones-West,Newton Mail for iOS and Mac is Back for $50/Year https://t.co/l6luC5TX3h #AAPL
2019-02-06 22:03:51,Apple Stock Bot,"Apple Inc price at close, 2019-02-06, is 174.24. #apple #AAPL"
2019-02-06 22:02:25,Fred Jones-West,Apple Once Again the Most Valuable Public Company in the World https://t.co/XP5vdNCtG0 #AAPL
2019-02-06 21:38:32,Young Simon,"Forex Best profits signals.🔥

Don't miss your chance, join telegram- https://t.co/Lbb0FwJIdV

#GLD #USO #UNG #BTT… https://t.co/GAqoKQnCa4"
2019-02-06 21:05:08,HotHardware,Researcher Discovers #macOS Keychain #Exploit But Won't Share Data With #Apple https://t.co/MBbIai3M3r via @HotHardware #security #Mac #AAPL
2019-02-06 20:31:42,Fred Jones-West,Apple Store at Natick Collection in Greater Boston Reopens February 16 https://t.co/cC4HgIFs8Q #AAPL
2019-02-06 20:01:52,Fred Jones-West,Apple Removes Useless 'Do Not Track' Feature From Latest Beta Versions of Safari https://t.co/rv0m0unsSv #AAPL
2019-02-06 19:21:25,Fred Jones-West,"macOS Keychain Security Flaw Discovered by Researcher, but Details Not Shared With Apple Over Bug Bounty Protest… https://t.co/9l2OfxTqad"
2019-02-06 19:18:30,InteractiveSwingTrading,"""The real story is about the earnings, but not the fourth-quarter earnings. It's about the guidance. That has been… https://t.co/tNHj77bxVP"
2019-02-06 19:12:46,Dinero Inteligente,"#AAPL #Apple 

Cook says Apple will ""elevate"" retail experience!"
2019-02-06 17:57:54,Fred Jones-West,Apple Releases Safari Technology Preview 75 With Bug Fixes and Performance Improvements https://t.co/ulymnGsU3E #AAPL
2019-02-06 17:36:07,Eric Homan,"#Askhalftime @HalftimeReport #Mobile #payments - #PYPL , #AAPL Pay, or #SQ ? How do they compare ?"
2019-02-06 17:27:42,Proactiveinvestors,"$AAPL Apple head of retail Angela Ahrendts steps down unexpectedly https://t.co/iKhuVuFZAD 
#AAPL #Apple"
2019-02-06 17:22:36,Fred Jones-West,Apple May Be Modifying iPhone 7 and iPhone 8 to Skirt German Sales Ban https://t.co/ed9khLkvN8 #AAPL
2019-02-06 17:03:04,Fred Jones-West,Some Users Report Adobe Premiere Pro Issue Causing Blown Out MacBook Pro Speakers https://t.co/YUfdeuYP5S #AAPL
2019-02-06 16:49:08,Zach Maloney,Stock Market been interesting lately #OptionsTrading #SPY #AAPL #FB #ROKU #AMZN
2019-02-06 16:29:14,Modest Returns,Itching to short BA - Parabolic Move. But POC (Yellow arrow) says to wait... another day or two to be safer to sell… https://t.co/Y8HePWOpbH
2019-02-06 16:14:40,Dynamic Technical Advisors,"02/06/19 9:33:02 AM Trade Allocation $AAPL SS @ LMT 175  Stop: 177.67 Target: 166.27 
$AAPL #AAPL #Apple #AppleInc #Bearish #ShortSell"
2019-02-06 16:01:55,"David Coen ⚡[WTF is ""the Blockchain""?]",It seems that with @AbraGlobal we'll have stocks on top of #Bitcoin. Amazing! Take a look: https://t.co/GJPgBYGWRL #AMZN #AAPL #BABA #FB #KO
2019-02-06 15:51:37,Fred Jones-West,Apple Preemptively Sues 'Patent Troll' to Address Threats Over USB-Related Power Patents https://t.co/3OwiFuMFRj #AAPL
2019-02-06 15:05:49,Rui,"#Options #OptionsTrading  #AAPL #StockMarket #trading 

Enough  $AAPL for today. Look out for &gt;$1 movement later."
2019-02-06 15:04:46,Rui,"#Options #OptionsTrading  #AAPL #StockMarket #trading 

Closed Limit $AAPL FEB08 175 Put @$2.9"
2019-02-06 15:03:53,Rui,"#Options #OptionsTrading  #AAPL #StockMarket #trading 

Set Limit at $AAPL FEB08 175 Put @$2.9"
2019-02-06 15:03:18,Rui,"#Options #OptionsTrading  #AAPL #StockMarket #trading 

BTO $AAPL FEB08 175 Put @$2.79 https://t.co/2B6sRURi1H"
2019-02-06 14:57:26,Rui,"#Options #OptionsTrading  #AAPL #StockMarket #trading 

BTO $AAPL FEB08 175 Put @$2.24 / 2.38 , closed in few mins.… https://t.co/PTLGNFHhy1"
2019-02-06 14:53:37,David G Zeiler ⚡️,"I'm not sure it's fair to imply blame for slumping #iPhone sales in #China on #AngelaAhrendts in your headline, but… https://t.co/z0JpgjIaTC"
2019-02-06 14:16:39,Fred Jones-West,Apple Maps Launches Revamped Data Collection Website https://t.co/8OrTt5d7Mr #AAPL
2019-02-06 13:55:59,Griffin Mohsen,"Forex Best profits signals.

For more info, Join Telegram- https://t.co/57gJJ2acqI

#AMZN #BTC #fx #CRON #FB #UNG… https://t.co/3w9QsZzHmO"
2019-02-06 13:54:20,FOREX Sara,"Forex Best profits signals.🔥

For Free crypto signals https://t.co/kevv7iTLxh

#UNG #CRON #TRX #FB #BTC #USO #forex… https://t.co/c6SZEfFIDO"
2019-02-06 13:54:15,Himani chopra,"Forex Best profits signals.

For free signals, join telegram https://t.co/rydHCeCrJ0

#fx #TSLA #GOOG #UNG #OIL… https://t.co/VyziHqOyBi"
2019-02-06 13:41:28,Fred Jones-West,Spotify Reaches 96M Paid Subscribers Compared to Apple Music's 'Over 50 Million' https://t.co/0sGEps9O4k #AAPL
2019-02-06 13:32:43,Ron Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/Uiu1OWg3eM
2019-02-06 13:32:23,Ron Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/XZzvaUlYvz
2019-02-06 13:20:15,Modest Returns,#SPY #SPX #ES_F Entire Overnight trading inside Y'day regular trade hours. Likely to be a dull day. Understanding O… https://t.co/XbGA1Hcm77
2019-02-06 13:11:36,Parth shanker Upadhyaya,"Forex Best profits signals.

For 10x gains, join Telegram- https://t.co/FrU2cwTmN3

#forex #AAPL #GOOG #BTT #TRX… https://t.co/eOXQSbhfML"
2019-02-06 13:11:28,Aashraya Yogi,"Forex Best profits signals.🔥

For more signals,join telegram- https://t.co/WySo0i6oGj

#USO #FB #BTC #UNG #BTT… https://t.co/pT7SgjNR3I"
2019-02-06 12:46:12,Parichay Sidana,"Forex Best profits signals.

For more signals,join telegram- https://t.co/zSPsEcn0uC

#fx #BTC #USO #OIL #UNG #GOOG… https://t.co/xMhc9zrDTi"
2019-02-06 12:43:02,Proactive Investors,$AAPL Apple head of retail Angela Ahrendts steps down unexpectedly https://t.co/LyioYc305n via @proactive_UK  #AAPL… https://t.co/0Qr2rQDW95
2019-02-06 12:31:29,Fred Jones-West,Apple Lists New 'Neymar Jr. Custom Edition' Beats Studio3 Wireless Headphones https://t.co/vdVq4hIJsf #AAPL
2019-02-06 12:16:39,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/BuVQzMRS9Q
2019-02-06 12:16:00,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/MaJqkDXCmU
2019-02-06 12:15:38,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/elL2VFg9Wn
2019-02-06 09:27:47,FOREX Sara,"Forex Best profits signals.🔥

For Free signals, join telegram- https://t.co/kevv7iTLxh

#CRON #UNG #TSLA #BTT… https://t.co/C739OjOtXu"
2019-02-06 09:24:53,Griffin Mohsen,"Forex Best profits signals.💥

For Free signals, join telegram- https://t.co/57gJJ2acqI

#BTT #GLD #GOOG #forex #TRX… https://t.co/GNeNsUbHXM"
2019-02-06 09:23:47,Himani chopra,"Forex Best profits signals.🔥

For more info, join telegram https://t.co/rydHCeCrJ0

#AMZN #OIL #GOOG #TSLA #forex… https://t.co/pPew2Qbdkk"
2019-02-06 08:12:29,Dan Parks,Apple Accidentally Reveals Radical New iPhone #aapl #smhq https://t.co/hPLUiTYIRJ
2019-02-06 07:25:16,FOREX,APPLE. WONDERFUL BUY. - #AAPL chart https://t.co/4z9rbWj1q7
2019-02-06 06:22:13,SanctiGrail [⚡️],I SAY! Hm... AAPL #TA #Trade #AAPL https://t.co/ine2eXKDL9
2019-02-06 06:19:52,LUKE,"RT @TrendSpider: Trading earnings with Technical analysis. Blog post on playing both sides with #AAPL #Apple as an example. 

Link: https:/…"
2019-02-06 05:55:50,Parth shanker Upadhyaya,"Forex Best profits signals.💥

For Free signals, join telegram- https://t.co/FrU2cwTmN3

#GOOG #forex #USO… https://t.co/tbuOedbIGB"
2019-02-06 05:52:55,Aashraya Yogi,"Forex Best profits signals.💥

For more info, Join Telegram- https://t.co/WySo0i6oGj

#TSLA #UNG #fx #TRX #AMZN #GLD… https://t.co/gZKVn3wrlU"
2019-02-06 05:49:04,a mart,@Apple profit looking maxed. Only dollar pool large enough to move the dial is global subscription TV. @Disney roll… https://t.co/DfgOdmYCON
2019-02-06 05:28:54,Parichay Sidana,"Forex Best profits signals.

For 10x gains, join Telegram- https://t.co/zSPsEcn0uC

#fx #TSLA #AAPL #UNG #OIL #CRON… https://t.co/COfVkhxwEx"
2019-02-06 05:19:22,ElliottWaves,All 78 instruments 1 hour charts are updated for members viewing https://t.co/x2kmaKA6Ui   #Indices #Stocks #ETF's… https://t.co/CGwjmYJKDk
2019-02-06 04:40:22,James Owen,"Activist Goverment Apple-instigated mess has caused QCOM market cap to decline from over $110 billion in September,… https://t.co/A9tjIRMdNi"
2019-02-06 03:47:46,ZL,RT @Trader_Mars: #AAPL - textbook reversal off the 200 week sma... forewarned is forearmed https://t.co/SA5QBOAKCD
2019-02-06 02:46:24,Fred Jones-West,What to Do If Your iPhone is Lost or Stolen https://t.co/OOZIABOEG4 #AAPL
2019-02-06 02:15:12,SWIFT Unlock SWIFTUNLOCK.COM |#1 USA Direct Source,"Check February 05, 2019 at 09:15PM, Still Looking for #ALPHA ? Make $10 in BitCoin https://t.co/XIwmJpIhc1 #roku… https://t.co/K7WtPfs7Bu"
2019-02-06 02:05:45,daniela carolina alvarado,"RT @xer000: Forex Best profits signals.🔥

Free crypto telegram channel, join https://t.co/WySo0i6oGj

#CRON #OIL #forexsignals #AMZN #GLD #…"
2019-02-06 01:56:21,Mark Sigal,Angela Ahrendts Plans April Departure After Five Successful Years. #AAPL https://t.co/XG65OtMyYJ
2019-02-06 01:28:35,ElliottWaves,Group 2 instruments Daily Technical Video is available for members viewing #ElliottWave #ES_F #NQ_F #TF_F #AAPL… https://t.co/BgYiOKmUnm
2019-02-06 01:06:28,Ideas 4 Investors,https://t.co/h8Oksxi3Hl &gt;&gt; World's Finest Social Media Network for Millennials is venturing into tapping the Power… https://t.co/tanTUcCLxw
2019-02-06 00:36:22,ElliottWaves,All 78 instruments 4 hour charts are updated for members viewing https://t.co/x2kmaKA6Ui       #Indices #Stocks… https://t.co/ZsNHxTYOTo
2019-02-06 00:34:32,ElliottWaves,Group 2 instruments  4 hour charts  are updated  for members viewing #ElliottWave #ES_F #NQ_F #TF_F #AAPL #PA_F… https://t.co/55PWccvYky
2019-02-06 00:12:00,"Dr.Anirudh Sethi ,PhD","#AAPL
Eyes on $ 176.27 level.
Now crossover and close for 3 consecutive days will take to $185-187+
More to our Mem… https://t.co/P2f0Yly4OA"
2019-02-06 00:10:36,A. M.,"@MadMoneyOnCNBC @jimcramer #AAPL should just buy #SNAP already @tim_cook and get into social space. #stocks

@cnbc @MadMoneyOnCNBC"
2019-02-05 23:58:36,MarketBeat,Apple's top retail exec to leave amid iPhone sales slowdown $AAPL #AAPL #Technology #Salesfigures… https://t.co/CWe5vLfzBQ
2019-02-05 23:58:34,MarketBeat,Apple's top retail exec to leave amid iPhone sales slowdown $AAPL #AAPL #Technology #Salesfigures… https://t.co/MH9sTYmjtA
2019-02-05 23:51:34,Fred Jones-West,Apple Stops Signing iOS 12.1.2 Following Release of iOS 12.1.3 https://t.co/Lh137lpzXn #AAPL
2019-02-05 23:50:12,ElliottWaves,Group 3 #Stocks &amp; #ETF's  4 &amp; 1 hour charts are updated  for members viewing #ElliottWave #BTC #AAPL #XOM #BAC… https://t.co/5CYcA0Cw01
2019-02-05 23:33:49,Apoorv Sharma,Back where it belongs! #AAPL
2019-02-05 23:23:28,LawnMower Man Seeker Squirrel,RT @Trader_Mars: #AAPL - textbook reversal off the 200 week sma... forewarned is forearmed https://t.co/SA5QBOAKCD
2019-02-05 23:21:57,Fred Jones-West,"Apple Expands Transit Directions to New Areas, Introduces More Indoor Maps for Malls and Airports https://t.co/44LriF8aLc #AAPL"
2019-02-05 23:12:04,TrendSpider,"Trading earnings with Technical analysis. Blog post on playing both sides with #AAPL #Apple as an example. 

Link:… https://t.co/inDHFMluF0"
2019-02-05 22:56:45,Tina Leonardi,Angela Ahrendts is leaving the company in April after serving in the role since 2014...  #apple #AAPL https://t.co/mraqe3Q1Ej
2019-02-05 22:46:30,Fred Jones-West,New Razer Blade Stealth vs. Apple's MacBooks https://t.co/08meyHri3Q #AAPL
2019-02-05 22:39:12,Classic,Island reversal patterns in #AAPL https://t.co/pm88nBZsRf
2019-02-05 22:30:15,Marie Claude China,"RT @SWIFTUNLOCK: Check February 03, 2019 at 09:15PM, Still Looking for #ALPHA ? Make $10 in BitCoin https://t.co/XIwmJpZSAB #roku #gpro #aa…"
2019-02-05 22:24:43,P. Ricatti,RT @Trader_Mars: #AAPL - textbook reversal off the 200 week sma... forewarned is forearmed https://t.co/SA5QBOAKCD
2019-02-05 22:21:19,Fred Jones-West,Democrats Send Letter to Tim Cook Asking for Answers About Group FaceTime Eavesdropping Flaw https://t.co/0w6vhDLAgy #AAPL
2019-02-05 22:20:14,Alisa Gümüşay,"RT @xer000: Forex Best profits signals.🔥

Free crypto telegram channel, join https://t.co/WySo0i6oGj

#CRON #OIL #forexsignals #AMZN #GLD #…"
2019-02-05 22:15:07,Dario Mofardin,#AAPL - textbook reversal off the 200 week sma... forewarned is forearmed https://t.co/SA5QBOAKCD
2019-02-05 22:04:07,Apple Stock Bot,"Apple Inc price at close, 2019-02-05, is 174.18. #apple #AAPL"
2019-02-05 21:46:11,Fred Jones-West,"Angela Ahrendts Departing Apple in April, Deirdre O'Brien to Oversee Retail and People https://t.co/aPcpSpnGxO #AAPL"
2019-02-05 21:37:09,MarketSwingPlayer,🤓 #AAPL Rocket Alert Trade Update: Up $9 in 2 days since rocket alert yesterday - Touch N GO with a Triple Twist.… https://t.co/DkIWLsFZ07
2019-02-05 21:10:08,crocodile,"RT @Redfoo: #aapl if models bellow the iPhone X are being banned in China  , I guess that means more sales for iPhone X and up! 🧐"
2019-02-05 21:02:31,MarkItJunkie,#AAPL ends the day at the 450MA
2019-02-05 20:47:52,Jason Brooks,"FAANG stocks leading the market,#Dow +153, #Nasdaq +52. #AAPL +1.6%, and #GOOG has turned it around, +1% after bein… https://t.co/f5QRINNy67"
2019-02-05 20:46:56,Fred Jones-West,"Waffle, Flamingo, Otter, Sloth, Skunk, and Garlic Among New Emojis Coming to iOS in 2019 https://t.co/nxcuj5KNr4 #AAPL"
2019-02-05 20:19:36,BigDataFed,"While iPhone shipments were negatively impacted in China for several reasons, our calculation doesn't show Apple lo… https://t.co/4LVvZrSgAR"
2019-02-05 20:00:06,MarketBeat,The top 10 books on Apple's iBooks-US $AAPL #AAPL #Mediadistribution #Media #Mobilemedia https://t.co/WJVzyO14NZ
2019-02-05 20:00:03,MarketBeat,The top 10 movies on the iTunes Store $AAPL #AAPL #Movies #Mediadistribution #Media https://t.co/B0EYjdIrMb
2019-02-05 20:00:02,MarketBeat,The top 10 books on Apple's iBooks-US $AAPL #AAPL #Mediadistribution #Media #Mobilemedia https://t.co/mcr6hsixbm
2019-02-05 20:00:00,MarketBeat,The top 10 movies on the iTunes Store $AAPL #AAPL #Movies #Mediadistribution #Media https://t.co/CFxZCt7RUO
2019-02-05 19:39:15,Jason Brooks,@ESscalper pretty amazing to think of #AAPL's power as one stock.  It fell over 25% from 10/3-1/2....as the overall… https://t.co/2ctu09rriK
2019-02-05 19:08:54,Ghino di Tacco,@CryptOwenWilson have u ever worked at topeka securities?? #goodolddays #aapl
2019-02-05 18:35:37,SHM,$xbit is it the return of the dead? #fb #tsla #aapl
2019-02-05 18:21:19,Fred Jones-West,Apple Seeds Second Public Beta of macOS Mojave 10.14.4 https://t.co/mR63zxgFjz #AAPL
2019-02-05 18:21:18,Fred Jones-West,Apple Seeds Second Public Beta of tvOS 12.2 for Fourth and Fifth-Generation Apple TV https://t.co/wu8GR4fkFd #AAPL
2019-02-05 17:12:28,Griffin Mohsen,"Forex Best profits signals.💥

For Free signals, join telegram- https://t.co/57gJJ2acqI

#CRON #fx #USO #BTC #FB… https://t.co/yQIC2FjJMi"
2019-02-05 17:11:52,Fred Jones-West,Second Public Beta of iOS 12.2 Coming Today https://t.co/Eb7qoq9G7w #AAPL
2019-02-05 17:09:48,FOREX Sara,"Forex Best profits signals.

Don't miss your chance, join telegram- https://t.co/kevv7iTLxh

#forexsignals #AAPL… https://t.co/dgTh4YVvvA"
2019-02-05 17:02:55,Himani chopra,"Forex Best profits signals.

For more info, join telegram https://t.co/rydHCeCrJ0

#CRON #OIL #FB #AAPL #UNG #AMZN… https://t.co/CXHXlCJZ5M"
2019-02-05 16:47:26,Fred Jones-West,Fuse's Side Kick Adds a Pop Socket to Your MacBook Pro Charger for Cord Winding https://t.co/c2miAx07f0 #AAPL
2019-02-05 16:38:42,ElliottWaves,All 78 instruments 1 hour charts are updated for members viewing https://t.co/x2kmaKA6Ui      #Indices #Stocks #ETF… https://t.co/ViUxMwpWWi
2019-02-05 16:36:42,Fred Jones-West,"Apple Launches Annual 'Back to School' Promotion in Japan, Offers Free Gift Cards With Select Macs, iPad Pros https://t.co/6JfKCrpLrT #AAPL"
2019-02-05 16:36:36,cheri1,"RT @MysteryTrader99: $AAPL Daily: #AAPL 13MA never recrossed BC, it then exploded upward into earnings (reversing Upper BB). Since then it…"
2019-02-05 16:31:01,Dekker Hewett Group,"Dekker Hewett Group | Morning Coffee - Tuesday, February 5, 2019: ""Football is like life it requires perseverance,… https://t.co/PPI9pAB9O2"
2019-02-05 16:26:57,TheExecutionVenue,$AAPL fibs https://t.co/HmQXiROxMb #AAPL | Trade with us @ https://t.co/6gNj3Cxius
2019-02-05 16:23:09,Parth shanker Upadhyaya,"Forex Best profits signals.🔥

Don't miss your chance, join telegram- https://t.co/FrU2cwTmN3

#TSLA #CRON #UNG #TRX… https://t.co/RRUDl3jyRi"
2019-02-05 16:21:17,Aashraya Yogi,"Forex Best profits signals.

Free crypto telegram channel, join https://t.co/WySo0i6oGj

#AAPL #TSLA #AMZN #FB #OIL… https://t.co/uwzGjD1ARm"
2019-02-05 16:14:13,Mystery Trader,"$AAPL Daily: #AAPL 13MA never recrossed BC, it then exploded upward into earnings (reversing Upper BB). Since then… https://t.co/WtQ1a1vcXf"
2019-02-05 15:55:48,MillTicket,It had no reason being down there in the first place. Still a buy at these levels it’s currently at #AAPL https://t.co/x9zmfZFPox
2019-02-05 15:55:01,Parichay Sidana,"Forex Best profits signals.🔥

Free crypto telegram channel, join https://t.co/zSPsEcn0uC

#AAPL #OIL #AMZN #FB… https://t.co/f5pyN5eyVn"
2019-02-05 15:46:37,Fred Jones-West,"Apple Music's New Memoji Billboards Highlight Grammy Nominees Shawn Mendes, Ariana Grande, and Kacey Musgraves https://t.co/69gHNQ95Uc #AAPL"
2019-02-05 15:38:28,Chris Will,"RT @Market_Taker: Group Coaching: Looking at an AAPL bull call spread

#stockmarket #stocks #trading #options #optionstrading #optionseduca…"
2019-02-05 15:37:50,Market Taker,"Group Coaching: Looking at an AAPL bull call spread

#stockmarket #stocks #trading #options #optionstrading… https://t.co/z7Lul01oAS"
2019-02-05 15:27:35,Stan Bunger,"RT @brookskcbsradio: #AAPL back on top of the market cap lead at $822B, $7B more than #MSFT and $8B more than #AMZN.  Apple is up over 20-p…"
2019-02-05 15:25:57,Jason Brooks,"#AAPL back on top of the market cap lead at $822B, $7B more than #MSFT and $8B more than #AMZN.  Apple is up over 2… https://t.co/FLITk88NVj"
2019-02-05 15:21:25,Fred Jones-West,Apple Faces Class Action Lawsuit Over Erroneous 'This Accessory May Not Be Supported' Alerts https://t.co/XS4CLxQUbL #AAPL
2019-02-05 14:59:03,Ja. ALHamad,Apple vs Netflix #AAPL #NFLX https://t.co/7L8JItVae2
2019-02-05 14:57:02,Meghdad,"#baba running great
#aapl #sq the best since I have it lol
#ba #fb don’t play too risky. They are at the border to… https://t.co/2aQWX5jA8i"
2019-02-05 14:57:02,Steve Job's Ghost,"RT @AAATrade: ‘if you can’t beat them, buy them.’ - Should #Apple buy #Netflix?
Read more: https://t.co/fBIOdOpQGt

#AAPL #NFLX $AAPL $NFLX…"
2019-02-05 14:52:09,Fred Jones-West,"Sonos Debuts New In-Wall, In-Ceiling, and Outdoor Speakers With AirPlay 2 Support https://t.co/9Zc2SQgwdo #AAPL"
2019-02-05 14:47:58,Meghdad,"Bot #aapl calls upon open for this week and next week and will hold till tomorrow.
Bot #sq calls this week, will see how it goes today."
2019-02-05 14:42:52,AAATrade,"‘if you can’t beat them, buy them.’ - Should #Apple buy #Netflix?
Read more: https://t.co/fBIOdOpQGt

#AAPL #NFLX… https://t.co/OyxShKUBfh"
2019-02-05 14:11:22,EquityMongoose,#Google Declines as Rising Costs and 'Other Bets' Questions Cloud Solid Q4 #GOOGL #MSFT #AAPL #SPX #DJIA #NASDAQ… https://t.co/6isjIyyyJn
2019-02-05 14:06:56,Fred Jones-West,Eve's HomeKit-Enabled Light Strip Now Available for Purchase https://t.co/rigCAwUKbs #AAPL
2019-02-05 13:34:02,Ron Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers iDrop News… https://t.co/lWrs8m2In7
2019-02-05 13:31:50,Fred Jones-West,HomePod Struggling to Gain Market Share Alongside Cheaper Amazon Echo and Google Home Speakers https://t.co/kRmwvCwsqc #AAPL
2019-02-05 12:44:11,Griffin Mohsen,"Forex Best profits signals.🔥

For Free crypto signals https://t.co/57gJJ2acqI

#UNG #OIL #forexsignals #AAPL #GLD… https://t.co/RzjY4dQmgY"
2019-02-05 12:36:12,Himani chopra,"Forex Best profits signals.

Free crypto telegram channel, join https://t.co/rydHCeCrJ0

#BTC #fx #FB #TRX #UNG… https://t.co/qBhtvjDV2G"
2019-02-05 12:34:49,FOREX Sara,"Forex Best profits signals.🔥

For Free signals, join telegram- https://t.co/kevv7iTLxh

#UNG #OIL #TSLA #BTT #GLD… https://t.co/SQBiJTmRgs"
2019-02-05 12:34:06,MarketSwingPlayer,#AAPL Lot's of traders sizzled if shorted that one near resistance $167 MSP Bot said a battle play. The Dual Play t… https://t.co/vujjNrvubB
2019-02-05 12:28:06,MarketSwingPlayer,"🚀 $AAPL Performs Fantastic Touch-And-Go, With Two Rolls - #AAPL #Bloomberg #CNBC #trading #QQQ #SPY https://t.co/t3RqmM9kGa"
2019-02-05 12:27:55,Ephraim Golgher,"RT @i_Know_First: Apple Stock Forecast: Why Apple Will Release A New Mac Mini This Year
Read the Full Article Here: https://t.co/UMAJZZXbEJ…"
2019-02-05 12:25:54,Nancy Giese,#RT #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #YearofThePig iDrop News is giving away… https://t.co/V6VMNWcpcV
2019-02-05 12:25:25,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers… https://t.co/BsDJTUELAR
2019-02-05 12:24:12,MarketSwingPlayer,"🚀F-16 Performs Fantastic Touch-And-Go, With Two Rolls - #AAPL #NVDA Last Rocket Alerts @ https://t.co/dZgBzdRm3o… https://t.co/rlqQCWKCl9"
2019-02-05 12:02:44,Young Simon,"Forex Best profits signals.💥

Don't miss your chance, join telegram- https://t.co/Lbb0FwJIdV

#fx #TRX #GLD #GOOG… https://t.co/NUUKoKd3Z4"
2019-02-05 11:55:08,Parth shanker Upadhyaya,"Forex Best profits signals.🔥

Don't miss your chance, join telegram- https://t.co/FrU2cwTmN3

#FB #fx #CRON #BTT… https://t.co/ZN8H6Q7YeD"
2019-02-05 11:53:22,Aashraya Yogi,"Forex Best profits signals.🔥

For free signals, join telegram https://t.co/WySo0i6oGj

#GOOG #fx #AMZN #TSLA #TRX… https://t.co/WNPw7JZXD5"
2019-02-05 11:53:20,Max HarryHindsight Capital,"RT @flyalex666: Apple agreed to pay 10 years of back taxes worth €500M to French IRS. 
#AAPL
https://t.co/nY88STCnN6"
2019-02-05 11:53:01,alex,"Apple agreed to pay 10 years of back taxes worth €500M to French IRS. 
#AAPL
https://t.co/nY88STCnN6"
2019-02-05 11:46:38,Fred Jones-West,Apple Pay Expands to BNP Paribas and HSBC Banks in France https://t.co/ArJnss2yGV #AAPL
2019-02-05 11:25:17,Parichay Sidana,"Forex Best profits signals.🔥

For free signals, join telegram https://t.co/zSPsEcn0uC

#fx #UNG #USO #AMZN #TRX… https://t.co/lL8fCHkAbS"
2019-02-05 11:16:59,(mae)STRO STORES,"RT @aapltrdng: FEBRUARY @apple HEART ♥️ MONTH

@apple Watch Series 4 With ECG App and irregular Heart Rhythm Notification  Available @aaplt…"
2019-02-05 10:36:11,Fred Jones-West,Apple Agrees Deal With France to Pay $571 million in Back-Taxes https://t.co/D6YJehElqF #AAPL
2019-02-05 10:11:24,Fred Jones-West,"Apple Supplier of iPhone 3D Optical Sensors Warns of Weak First Quarter Outlook, Skips Dividend https://t.co/SYQA9t5DyZ #AAPL"
2019-02-05 06:57:01,Steve Job's Ghost,"RT @zachlark: Dear @Apple
YOU SUCK!!

#TimCook you are #Ballmerizing #AAPL

you have just about bricked the iPhone 6, 3-4yr old iMacs and g…"
2019-02-05 06:06:31,Zachary Lark,"Dear @Apple
YOU SUCK!!

#TimCook you are #Ballmerizing #AAPL

you have just about bricked the iPhone 6, 3-4yr old i… https://t.co/CJg8zRyj9F"
2019-02-05 05:28:17,digiburster,"RT @Raceytherunner: Look whats on @DXdotExchange from 7th January 
#USD 
#EUR 
#JPY 
#GBP 
#USDT 
#BTC 
#ETH 
#BCH 
#XRP 
#LTC 
#DASH 
#DGB…"
2019-02-05 05:23:51,Andy Race,"RT @Raceytherunner: Look whats on @DXdotExchange from 7th January 
#USD 
#EUR 
#JPY 
#GBP 
#USDT 
#BTC 
#ETH 
#BCH 
#XRP 
#LTC 
#DASH 
#DGB…"
